SMILES String,Solubility ALOGPS,Drug Name,Drug Subcategory,Drug Subcategory Updated,
CCC1=NC(N)=NC(N)=C1C1=CC=CC=C1,0.771,"6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE",others,others,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE"
CC1=NC2=C(C=CN=C2)N1C1=CC=C(CN2C(=O)SC3=C2C=CC=C3)C=C1,0.0336,"3-[4-(2-METHYL-IMIDAZO[4,5-C]PYRIDIN-1-YL)BENZYL]-3H-BENZOTHIAZOL-2-ONE",others,others,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine"
[H][C@@]1(CO[C@@](C)(OC1)C(O)=O)OC(=O)NCCNC(=O)O[C@@]1([H])CO[C@](C)(OC1)C(O)=O,5.02,"BIS-1,2-{[(Z)-2-CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBAMOYL}-ETHANE",others,others,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine"
[H][C@@]1(CO[C@@](C)(OC1)C(O)=O)OC(=O)N1CCN(CC1)C(=O)O[C@@]1([H])CO[C@](C)(OC1)C(O)=O,18.3,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",others,others,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE"
[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)C[C@@]([H])(C(C)C)C(O)=O,0.389,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,others,others,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE"
[H][C@](NC(=O)NC1CCCC1)(C(C)C)C(=O)N1CC[C@]([H])(NC(=O)C2CC2)[C@@]1([H])C1(CCC1)C=O,0.352,"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE",others,others,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID"
[H][C@@]1(CNS(=O)(=O)C2=CC=CC3=CN=CC=C23)C[C@]([H])(CN1)OCC1=CC=C(Cl)C=C1,0.00441,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE",others,others,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE"
CC1=NN=C(N1)C1=CC=CC=C1NC1=NC=NC2=C1C=CN2,0.0442,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",others,others,"S-[3-(3,4-DICHLOROPHENYL)-3-OXOPROPYL]-L-CYSTEINE"
ClC1=CNC2=C1C(=NC=N2)N1CCC2=C(C1)N=CN2,0.117,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",others,others,N1-CYCLOPENTYL-N2-(THIAZOL-2-YL)OXALAMIDE
CN(C)C(=O)C1=CC(=CC(NC(=O)C2=CC=C(C)C=C2)=C1)C1=CC=C(C=C1)C(=O)NO,0.00215,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE",others,others,(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE
[H][C@@](CS(=O)(=O)C[C@]1([H])CCC(=O)N1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CC1)C#N,0.21,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",others,others,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE
OC(=O)C1=C(C2=CNC3=CC=CC=C23)C(=C(N1)C(O)=O)C1=CNC2=C1C=CC=C2,0.00252,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID",others,others,"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL"
[H][C@@](CS(=O)(=O)CC1=CC=CC=C1)(N[C@@]([H])(C1=CC=C(O)C=C1)C(F)(F)F)C(=O)NC1(CN)CC1,0.0944,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE",others,others,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE"
[H][C@](N)(CSCCC(=O)C1=CC=C(Cl)C(Cl)=C1)C(O)=O,0.0308,"S-[3-(3,4-DICHLOROPHENYL)-3-OXOPROPYL]-L-CYSTEINE",others,others,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate"
O=C(NC1CCCC1)C(=O)NC1=NC=CS1,0.288,N1-CYCLOPENTYL-N2-(THIAZOL-2-YL)OXALAMIDE,others,others,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL"
[H][C@@](CCCC)(NC(=O)O[C@]([H])(CC1=CC=CC=C1)C(C)C)C=O,0.00958,(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE,others,others,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE"
[H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O,0.00534,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,others,others,[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID
CCC1=C(O)C=C(O)C(=C1)C1=C(C(C)=NN1)C1=CC=C2OCCOC2=C1,0.104,"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",others,others,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol"
BrC1=CC=CC(=C1)C1=NC2=[N+](NC=C2)C(NCC2=CC=NC=C2)=C1,0.00151,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",others,others,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE
[H][C@]1(CC#N)CC[C@@]2([H])[C@]3([H])CCC4=CC(OS(N)(=O)=O)=C(OC)C=C4[C@@]3([H])CC[C@]12C,0.00659,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",others,others,N-hexanoyl-L-homocysteine
[H][C@]1(N)CCC2=CC=CC=C2[C@@]1([H])O,10.8,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",others,others,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE"
[H][C@@]12CCCN1C(=O)C1=C(O2)C=C2OCCOC2=C1,9.7,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",others,others,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE"
CO\N=C(/C(=O)NCB(O)O)C1=CSC(N)=N1,0.207,[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID,others,others,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE"
OC1=CC(O)=C(Cl)C=C1C1=NOC2=C1C=C(NCCN1CCOCC1)C=C2,0.227,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",others,others,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE
[H][C@](N)(CSCCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC1=CC=CC=C1)C(O)=O,0.0157,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,others,others,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide
[H][C@@](CCS)(NC(=O)CCCCC)C(O)=O,1.15,N-hexanoyl-L-homocysteine,others,others,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE"
[H][C@@]12CC3=C4C(NC=C4[C@]1([H])[C@]1([H])N(C(O)=C(C(C)=O)C1=O)C2(C)C)=CC=C3,0.169,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE",others,others,"NAPHTHALENE-1,2-DIOL"
[O-][N+]1=CC=CC2=C1C=C(S2)C(=O)N1CCN(CC1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1,0.00897,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE",others,others,DECANE-1-THIOL
CCC1=NN(C2=C1C(=O)NC(CC1=CC(O)=C(O)C=C1)=N2)C1=C(Cl)C=C(Cl)C=C1Cl,0.0173,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",others,others,6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE
C[S@@](=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC(I)=CC=C1)C1=CC=NC=C1,0.0208,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,others,others,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole
[H][C@@](CCN)(C(=O)NC1=CC=C2NN=C(NC(=O)C3=CC=CC=C3)C2=C1)C1=CC(Cl)=CC=C1,0.00199,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide,others,others,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE"
CN(C)CC1=CC=C(O1)C1=CC=CN=C1,0.675,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",others,others,Tranilast
OC1=CC=C2C=CC=CC2=C1O,0.71,"NAPHTHALENE-1,2-DIOL",others,others,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid"
CCCCCCCCCCS,0.00308,DECANE-1-THIOL,others,others,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE
CC(C)(C)NC1=NC(=NC2=C1C=C(C=C2)C1=CC=CC(N)=C1)C(F)(F)F,0.00292,6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE,others,others,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE"
N1C=CC(=N1)C1=CC(=NO1)C1=CC=CC=C1,0.364,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,others,others,"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide"
N1C=CC(=N1)C1=CN=C(S1)C1=CC=CC=C1,0.0522,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",others,others,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE"
COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC,0.0084,Tranilast,others,others,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE
CC1=CC(=CC=C1F)C1=CSC(NC2=CC=C(C(O)=O)C(O)=C2)=N1,0.00591,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",others,others,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA"
CNCC1=CC=C(O1)C1=CC=CN=C1,0.331,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,others,others,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide"
NCC1CCN(CC(=O)NC2=CC=CC3=C2C(=O)C2=C(NN=C32)C2CCCCC2)CC1,0.0795,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",others,others,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide"
[H][C@@]1(CC[C@@]([H])(CC1)C1=CC=CN=C1)N(C1CC1)C(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F,0.00521,"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",others,others,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide"
CC1=CC(=C(Cl)C=C1Cl)S(=O)(=O)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.000266,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",others,others,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE
NCC1=CC=C(O1)C1=CC=CN=C1,1.76,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,others,others,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one"
CN1CCN(CC1)NC(=O)NC1=CC=CC2=C1C(=O)C1=C(NN=C21)C1=C(C)N=C(C)S1,0.0303,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",others,others,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
S(SC1=CC=NC=C1)C1=CC=NC=C1,0.192,"4,4'-DIPYRIDYL DISULFIDE",Angiotensin Converting Enzyme Inhibitor,Angiotensin Converting Enzyme Inhibitor,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE"
[H][C@@]1(C)CN(CC2(CC2)C(N)=O)CCN1S(=O)(=O)C1=CC=C(C=C1)[C@](C)(O)C(F)(F)F,0.194,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",others,others,"N-DODECYL-N,N-DIMETHYLGLYCINATE"
CCOC1=CC=C(OCC)C(NC(=O)C2=CC(C)=C(OCCN)C(C)=C2)=C1,0.00427,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",others,others,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide"
CCOC1=C(NC(=O)C2=CC(C)=C(OCCN)C(C)=C2)C=C(C=C1Cl)N1CCCCC1,0.00314,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",others,others,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside
[H][C@@](CC(C)C)(NC(=S)NC1=CC=CC=C1)C(=O)N[C@]1([H])CO[C@]([H])(O)C1,0.0375,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE,others,others,"(2,6-DIMETHYL-PHENOXY)-ACETIC ACID"
CN1C2=C(SC(C)=C2)C2=C1C(=O)N(CC1=CC=CC=C1F)N=C2,0.0528,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",others,others,bis(4-hydroxyphenyl)methanone
[H][C@@]1(CCCC[C@@]1([H])NC(=O)C1=NC2=C(CN(C)CC2)S1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2,0.00445,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",others,others,"5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE"
[H][C@]1(CCCC[C@@]1([H])NC(=O)C1=NC2=C(CN(C)CC2)S1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2,0.00445,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",others,others,"3,5 DIBROMOTYROSINE"
CCCCCCCCCCCC[N+](C)(C)CC([O-])=O,4.03E-05,"N-DODECYL-N,N-DIMETHYLGLYCINATE",others,others,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL"
NS(=O)(=O)C1=NN=C(S1)C1=CC=CC=C1Cl,0.161,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",others,others,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER
[H][C@@]1(O)C[C@@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(OCCCCCCCC)O[C@]1([H])CO,5.72,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,others,others,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione"
CC1=CC=CC(C)=C1OCC(O)=O,1.17,"(2,6-DIMETHYL-PHENOXY)-ACETIC ACID",others,others,DECYL(DIMETHYL)PHOSPHINE OXIDE
OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,0.19,bis(4-hydroxyphenyl)methanone,others,others,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine"
CCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O,0.0148,"5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE",others,others,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine"
[H][C@](N)(CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O,0.121,"3,5 DIBROMOTYROSINE",others,others,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine"
[H][C@@]12CC(F)(F)C[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1,0.0532,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",others,others,SEBACIC ACID
[H][C@@](CC1=CC=C2C=CC(=CC2=C1)C(N)N)(C(=O)OCC)C1=CC=C(O[C@@]2([H])CCNC2)C=C1,0.000764,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,others,others,"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE"
CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O,0.0044,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",others,others,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL"
CCCCCCCCCCP(C)(C)=O,0.00174,DECYL(DIMETHYL)PHOSPHINE OXIDE,others,others,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL"
NC1=NC2=CC=CC(OCC3CCN(CC4=CC=CC=C4F)CC3)=C2C(N)=N1,0.0488,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",others,others,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol"
NC1=NC2=C(C(N)=N1)C(OCC1CCN(CC3=C(Cl)C(Cl)=CC=C3)CC1)=CC=C2,0.00381,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",others,others,DECYL FORMATE
[H][C@@](C)(OC1=C2C(N)=NC(N)=NC2=CC=C1)C1=CC(Cl)=CC=C1,0.0182,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",others,others,N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE
OC(=O)CCCCCCCCC(O)=O,0.912,SEBACIC ACID,others,others,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE"
CCCCCCCCCCC[N+](C)(C)[O-],0.000284,"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE",others,others,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE"
[H][C@](C)(O)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,0.00744,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",others,others,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC"
[H][C@](O)(CO)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,0.0275,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",others,others,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE"
[H][C@]1(O)CN(CC2=CNC3=C2N=CN=C3N)C[C@]1([H])CSCC1=CC=CC=C1,0.0551,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",others,others,N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE
CCCCCCCCCCOC=O,0.00957,DECYL FORMATE,others,others,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER
[H][C@@](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(C)=O)C(N)=O,0.00364,N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,others,others,AC-(D)PHE-PRO-BOROLYS-OH
[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)C1=CC(C)=C(F)C=C1F,2.1,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",others,others,AC-(D)PHE-PRO-BOROHOMOLYS-OH
OC(=O)CNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1,0.055,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",others,others,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH
CN(CCO)C1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1,0.0735,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",others,others,"1,6-DIHYDROXY NAPHTHALENE"
OCCNC1=NC=NC2=C1C(=C(N2)C1=CC=CC=C1)C1=CC=CC=C1,0.00947,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",others,others,N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE
